locus_tag	gene_name	type	aerobic_T1 - aerobic_T0	aerobic_T2 - aerobic_T0	aerobic_T3 - aerobic_T0	anaerobic_T1 - anaerobic_T0	anaerobic_T2 - anaerobic_T0	anaerobic_T3 - anaerobic_T0	aerobic_T1 - anaerobic_T1	aerobic_T2 - anaerobic_T2	aerobic_T3 - anaerobic_T3
ZMO1_ZMO0041	aroE	perfect	0.993151006426074	1.38794582085955e-33	2.00430398755019e-46	0.999803705511129	4.8875836376243e-47	2.18390653498004e-67	0.962171733433115	3.55280888154406e-10	5.44698824008811e-34
ZMO1_ZMO0043	.	perfect	0.560378693662686	8.71584792349412e-22	6.49760794609251e-23	0.747685496284367	1.24038336529773e-26	2.50336377907839e-35	0.96157555396726	0.0321578666610531	5.65631875458969e-09
ZMO1_ZMO0044	.	perfect	0.855462604627976	6.0667421421031e-09	3.24771621050225e-07	0.998086900571306	1.47850973971655e-10	1.18998389825472e-06	0.801889298568396	0.159692667832383	0.216102135439021
ZMO1_ZMO0047	.	perfect	0.472975408335308	2.90940170168636e-32	1.26017299585135e-38	0.0892833414265777	9.68606178235365e-39	2.23984406550341e-52	0.181231368999361	1.88980356709636e-08	2.38241237491775e-12
ZMO1_ZMO0050	.	perfect	0.513240500823817	1.96703038971036e-17	8.17868837669629e-23	0.919277003978364	8.51300530170216e-23	8.17848563347162e-32	0.204172521189133	1.90215230686623e-05	1.23110251929797e-16
ZMO1_ZMO0052	cynX	perfect	0.550987372793888	2.06178451658238e-12	1.96190861967942e-12	0.50256829842255	1.22373023447876e-16	1.12841967329316e-23	0.369388484770183	0.131648540103891	9.67462475596493e-05
ZMO1_ZMO0053	pcaD	perfect	0.418700520489793	2.46269588029169e-16	4.04247933362656e-19	0.657609352793875	2.19594673230228e-29	2.51769878733739e-38	0.761107656011413	5.67146803523341e-06	2.38151009560439e-12
ZMO1_ZMO0054	marR	perfect	0.922891786519546	2.29102146575353e-15	7.30245501908745e-19	0.96029379433172	9.1645213095935e-14	3.90884338189696e-27	0.990156331883761	1	0.0977218305215024
ZMO1_ZMO0055	.	perfect	0.200737297414087	3.00327359611624e-16	6.35618702781639e-21	0.0218685392697041	2.10179381693402e-20	9.21885193914599e-24	0.0364700213584423	1.18709178080744e-10	8.74786528678988e-21
ZMO1_ZMO0056	glmS	perfect	7.67235761299755e-05	1.76596685161131e-38	8.15261869841445e-45	1.1759685526796e-08	2.41647512152533e-44	7.65516779958787e-52	0.547753082488352	0.027855431229639	1
ZMO1_ZMO0057	.	perfect	0.451521854093393	8.43061964113264e-05	5.0874089471519e-06	0.435683643569963	0.0229489486628939	0.00073034434883842	0.742378798000772	0.129168645998441	0.000178845381874199
ZMO1_ZMO0059	glxK	perfect	0.497289253844561	1.06229296933709e-19	2.54004081677651e-34	0.100881318821126	7.55193689686047e-39	2.84287028278835e-51	0.01119772665171	4.76904292722273e-09	3.62411179423765e-15
ZMO1_ZMO0060	.	perfect	1.19356096799644e-05	6.44045981782138e-39	1.27562740727828e-51	0.00621631896862605	7.87532286291653e-32	1.2637039513218e-46	0.793837650124159	0.000245499649350888	1
ZMO1_ZMO0061	.	perfect	0.621664399394144	1.12179980848823e-18	2.71980094415218e-11	0.0107355525126236	2.39344085151467e-35	2.30709540970235e-41	0.000853330457647755	3.29691074422855e-12	7.14767170281265e-26
ZMO1_ZMO0062	.	perfect	0.168518865265878	7.85519998969893e-22	9.24827271326376e-28	0.706058077893581	6.43271006324396e-16	3.40932600591431e-13	0.949586663077397	0.356534917972219	1.94625927696734e-05
ZMO1_ZMO0064	oprB1	perfect	0.362343376820925	9.44740142705209e-09	1.32661580189947e-22	0.465167083214762	3.10355777438893e-05	6.38083815307555e-12	0.861168068734923	0.606594597588168	0.0563256463724589
ZMO1_ZMO0066	.	perfect	0.423717910054188	1.84101760984846e-09	9.10112467611062e-11	0.986048010875963	0.0639784418221945	1.33503394392655e-08	0.937696313517334	0.000774497753453365	3.66252223647675e-06
ZMO1_ZMO0068	.	perfect	0.782714697909845	5.48125070226761e-14	2.44550512359107e-17	0.959484808598048	8.76310547859447e-24	3.7438874007599e-34	0.910022313805157	0.00312704995233825	0.000128087351210927
ZMO1_ZMO0069	.	perfect	0.830743970953216	1.13269488934672e-19	2.85855719952832e-25	0.766255615050446	5.14378663495115e-19	2.96006421910862e-28	0.518568603335439	0.169613025503084	0.000336871762808385
