locus_tag	gene_name	type	aerobic_T1 - aerobic_T0	aerobic_T2 - aerobic_T0	aerobic_T3 - aerobic_T0	anaerobic_T1 - anaerobic_T0	anaerobic_T2 - anaerobic_T0	anaerobic_T3 - anaerobic_T0	aerobic_T1 - anaerobic_T1	aerobic_T2 - anaerobic_T2	aerobic_T3 - anaerobic_T3
ZMO1_ZMO0968	.	perfect	-0.686922931886453	-1.20814393087842	-1.2068812555935	-0.350712955859935	-0.937785293782243	-0.815006495301889	-0.559988473479037	-0.489053196124781	-0.616496453121354
ZMO1_ZMO0969	.	perfect	-0.253717507509596	-0.545283390421405	-0.271339554479714	-0.288482217606104	-0.517607602692413	-0.537133886240686	-0.0229169264664246	-0.0813346382724803	0.151053907444948
ZMO1_ZMO0970	.	perfect	-0.317081873104826	-0.94886239661926	-0.98795120125936	-0.385433298528166	-0.957966487277012	-1.01886898199291	0.0370330391444996	-0.217520128292233	-0.0423611076582944
ZMO1_ZMO0971	add2	perfect	-0.143312261641935	-1.04121654694572	-1.25478659289924	-0.126494952802656	-0.929283367177617	-1.44157376266144	0.0209999814906548	-0.185474421755737	0.141481043783583
ZMO1_ZMO0972	.	perfect	-0.510570160138281	-2.15933667906251	-3.14646857722579	-0.397062821334288	-2.55854291389468	-4.36004318996549	-0.178960853852972	0.307261914327243	1.30599963679835
ZMO1_ZMO0973	.	perfect	-0.218014188718691	-0.607782235353057	-0.881904299261026	-0.0773799976845057	-0.244124575507387	-0.580974045817616	-0.37388678981467	-0.619243749134524	-0.671495736766441
ZMO1_ZMO0974	.	perfect	-0.0461757754831061	-2.29076272451624	-3.54163793458597	-0.0821991090341879	-2.6488327938521	-5.0821393411222	-0.162792345207071	0.0564581140003025	1.48077993369738
ZMO1_ZMO0975	.	perfect	-0.0359659459051668	-0.478581368863252	-1.33387975151576	-0.117264495787204	-2.21740620817518	-3.48396560721617	0.0787465489714637	1.65419642723767	2.13382512181369
ZMO1_ZMO0976	xyrA	perfect	-0.0434743061107015	-0.00935289430242506	-0.0926625561343867	0.0478041493592115	0.052325433271809	0.108479078766398	-0.179470571442931	-0.21794069708328	-0.368429958751346
ZMO1_ZMO0978	.	perfect	-0.0598679741833206	0.0200430075616296	0.0943326791323211	-0.0404307297791689	-0.0225657932026208	-0.0525319891406105	-0.0272674667792548	0.21179997004942	0.287423022975855
ZMO1_ZMO0979	.	perfect	-0.0499294158901449	-0.181697707878152	-0.212168737381613	-0.0451154343229577	-0.187753516901062	-0.22606716311281	-0.104662971704537	0.0498401477756424	0.0921279923418959
ZMO1_ZMO0980	dnaN	perfect	-0.78610896012614	-4.54957248837715	-5.51492924053577	-1.15601419391398	-5.72943370088536	-7.39719563301508	0.475998705828184	1.23504372635245	1.94834338184732
ZMO1_ZMO0981	.	perfect	0.0171556755041275	0.0287516434821371	0.137508822225463	0.0354474027834591	0.123486411713719	0.0343021709473028	-0.04899480909482	-0.0230410846555776	-0.15380888116338
ZMO1_ZMO0982	.	perfect	0.101831284833875	0.107939281430648	0.366849699800739	0.0821499787347457	0.067431226996472	0.0130338702894233	0.023646688739139	0.139380424850986	0.315531851688658
ZMO1_ZMO0983	.	perfect	0.019265671433293	0.0718837652411693	0.169010755792745	0.0624473547353404	0.184749129287333	0.355969800940937	-0.0547680888901656	-0.0434166900740688	-0.0532275815585466
ZMO1_ZMO0984	nlpD	perfect	-0.26371575512031	-0.49362620936734	-0.361861364143754	-0.118898404873074	-0.260443173201336	-0.572418299724465	-0.146439684342478	-0.251214359067639	0.11444345075118
ZMO1_ZMO0985	surE	perfect	-0.688028464300412	-1.8764330138108	-1.93784664166015	-0.414667734943326	-1.7059800978924	-2.27934794496249	-0.364093533224739	-0.226854770067474	0.302645380604006
ZMO1_ZMO0986	serS	perfect	-1.97035534099	-5.95911563336534	-8.92488214747862	-1.75668411939778	-6.05198430563631	-8.21368510229716	-0.262213686195043	0.127060766484229	-0.999572767899178
ZMO1_ZMO0987	.	perfect	-0.28380337289426	-1.31923767156996	-1.830982862473	-0.368332135441788	-1.48644016486031	-1.99898879011873	0.0849494057525611	0.182498592029341	0.179532276439088
